,alcoholic,drink,glass,ingredients,ingredients_and_quantities,instructions
0,Alcoholic,155 Belmont,White wine glass,"Orange juice, Vodka, Light rum, Dark rum, ","Orange juice - 1 shot , Vodka - 1 shot , Light rum - 2 shots , Dark rum - 1 shot , ",Blend with ice. Serve in a wine glass. Garnish with carrot.
1,Alcoholic,1-900-FUK-MEUP,Old-fashioned glass,"Pineapple juice, Cranberry juice, Amaretto, Malibu rum, Midori melon liqueur, Chambord raspberry liqueur, Grand Marnier, Absolut Kurant, ","Pineapple juice - 1/4 oz , Cranberry juice - 1/2 oz , Amaretto - 1/4 oz , Malibu rum - 1/4 oz , Midori melon liqueur - 1/4 oz , Chambord raspberry liqueur - 1/4 oz , Grand Marnier - 1/4 oz , Absolut Kurant - 1/2 oz , ",Shake ingredients in a mixing tin filled with ice cubes. Strain into a rocks glass.
2,Alcoholic,110 in the shade,Beer Glass,"Tequila, Lager, ","Tequila - 1.5 oz , Lager - 16 oz , ",Drop shooter in glass. Fill with beer
3,Alcoholic,151 Florida Bushwacker,Beer mug,"Vanilla ice-cream, Coconut liqueur, Milk, Cointreau, Dark Creme de Cacao, 151 proof rum, Light rum, Malibu rum, ","Vanilla ice-cream - 1 cup , Coconut liqueur - 1 oz , Milk - 3 oz , Cointreau - 1 oz , Dark Creme de Cacao - 1 oz , 151 proof rum - 1/2 oz Bacardi , Light rum - 1/2 oz , Malibu rum - 1/2 oz , ",Combine all ingredients. Blend until smooth. Garnish with chocolate shavings if desired.
4,Alcoholic,252,Shot glass,"Wild Turkey, 151 proof rum, ","Wild Turkey - 1/2 shot , 151 proof rum - 1/2 shot Bacardi , ","Add both ingredients to shot glass, shoot, and get drunk quick"
5,Alcoholic,24k nightmare,Shot glass,"151 proof rum, Rumple Minze, J�germeister, Goldschlager, ","151 proof rum - 1/2 oz Bacardi , Rumple Minze - 1/2 oz , J�germeister - 1/2 oz , Goldschlager - 1/2 oz , ","Add over ice,shake and pour."
6,Alcoholic,3 Wise Men,Collins glass,"Jim Beam, Johnnie Walker, Jack Daniels, ","Jim Beam - 1/3 oz , Johnnie Walker - 1/3 oz , Jack Daniels - 1/3 oz , ",put them them in a glass... and slam it to tha head.
7,Alcoholic,3-Mile Long Island Iced Tea,Collins Glass,"Lemon, Bitters, Sweet and sour, Coca-Cola, Vodka, Triple sec, Tequila, Light rum, Gin, ","Lemon - Garnish with, Bitters - 1 wedge , Sweet and sour - 1-2 dash , Coca-Cola - 1/2 oz, Vodka - 1/2 oz, Triple sec - 1/2 oz, Tequila - 1/2 oz, Light rum - 1/2 oz, Gin - 1/2 oz, ",Fill 14oz glass with ice and alcohol. Fill 2/3 glass with cola and remainder with sweet & sour. Top with dash of bitters and lemon wedge.
8,Alcoholic,410 Gone,Collins Glass,"Coca-Cola, Peach Vodka, ","Coca-Cola, Peach Vodka - 2-3 oz, ",
9,Alcoholic,50/50,Collins Glass,"Orange juice, Grand Marnier, Vanilla vodka, ","Orange juice - Fill with , Grand Marnier - 1 splash , Vanilla vodka - 2 1/2 oz , ",fill glass with crushed ice. Add vodka. Add a splash of grand-marnier. Fill with o.j.
10,Alcoholic,501 Blue,Collins Glass,"7-Up, Sour mix, Vodka, Blueberry schnapps, Blue Curacao, ","7-Up, Sour mix, Vodka, Blueberry schnapps, Blue Curacao, ",Mix equal amounts into a glass with ice.
11,Alcoholic,57 Chevy with a White License Plate,Highball glass,"Vodka, Creme de Cacao, ","Vodka - 1 oz , Creme de Cacao - 1 oz white , ",1. Fill a rocks glass with ice 2.add white creme de cacao and vodka 3.stir
12,Alcoholic,69 Special,Collins Glass,"Lemon juice, 7-Up, Gin, ","Lemon juice - 0.75 oz , 7-Up - 4 oz , Gin - 2 oz dry , ","Pour 2 oz. gin. Add 4 oz. 7-up. Add Lemon Juice for flavor. If you are weak, top up glass with more 7-Up."
13,Alcoholic,747,Shot glass,"Frangelico, Baileys irish cream, Kahlua, ","Frangelico - 1/3 part , Baileys irish cream - 1/3 part , Kahlua - 1/3 part , ","pour kaluha, then Baileys, then Frangelico not chilled and not layered -- SERVE!!!"
14,Alcoholic,747 Drink,Highball glass,"Sprite, Cranberry Juice, Roses sweetened lime juice, Vodka, ","Sprite - Top, Cranberry Juice - 1 oz, Roses sweetened lime juice - 1 oz, Vodka - 1 oz, ","Fill a Collins glass with ice.

Pour in vodka, lime cordial, and cranberry juice.

Fill up with Sprite.

Garnish with a Lime wheel or some cranberries"
15,Alcoholic,9 1/2 Weeks,Cocktail glass,"Orange juice, Strawberry liqueur, Orange Curacao, Absolut Citron, ","Orange juice - 1 oz , Strawberry liqueur - 1 splash , Orange Curacao - 1/2 oz , Absolut Citron - 2 oz , ",Combine all ingredients in glass mixer. Chill and strain into Cocktail glass. Garnish with sliced strawberry.
16,Alcoholic,A1,Cocktail glass,"Grenadine, Lemon Juice, Grand Marnier, Gin, ","Grenadine - 1/8 Shot, Lemon Juice - 1/4 Shot, Grand Marnier - 1 Shot , Gin - 1 3/4 shot , ","Pour all ingredients into a cocktail shaker, mix and serve over ice into a chilled glass."
17,Alcoholic,ABC,Shot glass,"Cognac, Baileys irish cream, Amaretto, ","Cognac - 1/3 , Baileys irish cream - 1/3 , Amaretto - 1/3 , ",Layered in a shot glass.
18,Alcoholic,Ace,Martini Glass,"Egg White, Milk, Heavy cream, Grenadine, Gin, ","Egg White - 1/2 Fresh, Milk - 1/2 shot, Heavy cream - 1/2 shot , Grenadine - 1/2 shot , Gin - 2 shots , ",Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.
19,Alcoholic,ACID,Shot glass,"Wild Turkey, 151 proof rum, ","Wild Turkey - 1 oz , 151 proof rum - 1 oz Bacardi , ",Poor in the 151 first followed by the 101 served with a Coke or Dr Pepper chaser.
20,Alcoholic,Adam,Cocktail glass,"Grenadine, Lemon juice, Dark rum, ","Grenadine - 1 tsp , Lemon juice - 1 oz , Dark rum - 2 oz , ","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
21,Alcoholic,AT&T,Highball Glass,"Tonic water, Gin, Absolut Vodka, ","Tonic water - 4 oz , Gin - 1 oz , Absolut Vodka - 1 oz , ","Pour Vodka and Gin over ice, add Tonic and Stir"
22,Alcoholic,A. J.,Cocktail glass,"Grapefruit juice, Applejack, ","Grapefruit juice - 1 oz , Applejack - 1 1/2 oz , ","Shake ingredients with ice, strain into a cocktail glass, and serve."
23,Alcoholic,Avalon,Highball glass,"Lemonade, Lemon juice, Apple juice, Pisang Ambon, Vodka, ","Lemonade, Lemon juice - 1 1/2 part , Apple juice - 6 parts , Pisang Ambon - 1 part , Vodka - 3 parts, ","Fill a tall glass with ice. Layer the Finlandia Vodka, lemon and apple juices, Pisang Ambon, and top up with lemonade. Stir slightly and garnish with a spiralled cucumber skin and a red cherry. The cucumber provides zest and looks attractive. This drink, created by Timo Haimi, took first prize in the 1991 Finlandia Vodka Long Drink Competition."
24,Non alcoholic,Apello,Collins Glass,"Maraschino cherry, Apple juice, Grapefruit juice, Orange juice, ","Maraschino cherry - 1 , Apple juice - 1 cl , Grapefruit juice - 3 cl , Orange juice - 4 cl , ",Stirr. Grnish with maraschino cherry.
25,Alcoholic,Affair,Highball glass,"Club soda, Cranberry juice, Orange juice, Strawberry schnapps, ","Club soda, Cranberry juice - 2 oz , Orange juice - 2 oz , Strawberry schnapps - 2 oz , ","Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve."
26,Alcoholic,Abilene,Highball glass,"Orange juice, Peach nectar, Dark rum, ","Orange juice - 3 oz , Peach nectar - 2 oz , Dark rum - 1 1/2 oz , ",Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well.
27,Alcoholic,Almeria,Cocktail glass,"Egg white, Kahlua, Dark rum, ","Egg white - 1 , Kahlua - 1 oz , Dark rum - 2 oz , ","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
28,Alcoholic,Addison,Martini Glass,"Vermouth, Gin, ","Vermouth - 1 1/2 shot , Gin - 1 1/2 shot , ",Shake together all the ingredients and strain into a cold glass.
29,Alcoholic,Applecar,Cocktail glass,"Lemon juice, Triple sec, Applejack, ","Lemon juice - 1 oz , Triple sec - 1 oz , Applejack - 1 oz , ","Shake all ingredients with ice, strain into a cocktail glass, and serve."
30,Alcoholic,Acapulco,Old-fashioned glass,"Mint, Egg white, Sugar, Lime juice, Triple sec, Light rum, ","Mint - 1 , Egg white - 1 , Sugar - 1 tsp , Lime juice - 1 tblsp , Triple sec - 1 1/2 tsp , Light rum - 1 1/2 oz , ",Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.
31,Alcoholic,Affinity,Cocktail glass,"Orange bitters, Dry Vermouth, Sweet Vermouth, Scotch, ","Orange bitters - 2 dashes , Dry Vermouth - 1 oz , Sweet Vermouth - 1 oz , Scotch - 1 1/2 oz , ","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
32,Alcoholic,Aviation,Cocktail glass,"maraschino liqueur, lemon juice, Gin, ","maraschino liqueur - 1.5 cl, lemon juice - 1.5 cl, Gin - 4.5 cl, ",Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.
33,Alcoholic,After sex,Highball glass,"Orange juice, Creme de Banane, Vodka, ","Orange juice, Creme de Banane - 1 cl , Vodka - 2 cl , ",Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar
34,Alcoholic,Applejack,Cocktail glass,"Sour mix, Midori melon liqueur, Jack Daniels, ","Sour mix - 2 oz , Midori melon liqueur - 1/2 oz , Jack Daniels - 1 oz , ","Add all ingredients into mixing glass, chill and strain into cocktail glass"
35,Non alcoholic,Afterglow,Highball Glass,"Pineapple juice, Orange juice, Grenadine, ","Pineapple juice - 4 parts , Orange juice - 4 parts , Grenadine - 1 part , ",Mix. Serve over ice.
36,Alcoholic,Afternoon,Collins Glass,"Cream, Coffee, Frangelico, Baileys irish cream, Kahlua, ","Cream, Coffee - 4 cl hot , Frangelico - 1 1/2 , Baileys irish cream - 1 cl , Kahlua - 1 cl , ","Build into a suiting glass, with no ice. Cream on top if wanted. Served directly."
37,Alcoholic,Alexander,Cocktail glass,"Nutmeg, Light cream, Creme de Cacao, Gin, ","Nutmeg, Light cream - 2 oz , Creme de Cacao - 1/2 oz white , Gin - 1/2 oz , ",Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.
38,Alcoholic,Autodaf�,Highball glass,"Soda water, Lime juice, Vodka, ","Soda water, Lime juice - 1 dash , Vodka - 4 cl , ",Mix and fill up with soda water. Drunk by finns on a sunny day any time of the year and day.
39,Alcoholic,Allegheny,Cocktail glass,"Lemon peel, Lemon juice, Blackberry brandy, Bourbon, Dry Vermouth, ","Lemon peel - 1 twist of , Lemon juice - 1 1/2 tsp , Blackberry brandy - 1 1/2 tsp , Bourbon - 1 oz , Dry Vermouth - 1 oz , ",Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.
40,Alcoholic,Americano,Collins glass,"Orange peel, Lemon peel, Sweet Vermouth, Campari, ","Orange peel - Twist of , Lemon peel - Twist of , Sweet Vermouth - 1 oz red , Campari - 1 oz , ","Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice."
41,Alcoholic,B-52,Shot glass,"Kahlua, Grand Marnier, Baileys irish cream, ","Kahlua - 1/4 , Grand Marnier - 1/3 , Baileys irish cream - 1/3 , ",Layer ingredients into a shot glass. Serve with a stirrer.
42,Alcoholic,B-53,Collins Glass,"Grand Marnier, Sambuca, Kahlua, ","Grand Marnier - 1/3 shot , Sambuca - 1/3 shot , Kahlua - 1/3 shot , ","Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52"
43,Alcoholic,Bijou,Cocktail glass,"Sweet Vermouth, Gin, Green Chartreuse, Orange Bitters, ","Sweet Vermouth - 1 oz, Gin - 1 oz, Green Chartreuse - 1 oz, Orange Bitters - 1 dash, ","Stir in mixing glass with ice and strain

"
44,Alcoholic,Boxcar,Whiskey sour glass,"Egg white, Grenadine, Lemon juice, Triple sec, Gin, ","Egg white - 1 , Grenadine - 1/2 tsp , Lemon juice - 1 tsp , Triple sec - 1 oz , Gin - 1 1/2 oz , ","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass."
45,Alcoholic,Big Red,Shot glass,"Goldschlager, Irish cream, ","Goldschlager - 1/2 oz , Irish cream - 1/2 oz , ",Pour ingredients into 1 ounce shot glass
46,Alcoholic,Bellini,Champagne Flute,"Peach schnapps, Champagne, ","Peach schnapps - 1 oz , Champagne - 6 oz , ","Pour peach pur�e into chilled flute, add sparkling wine. Stir gently."
47,Alcoholic,Bramble,Old-Fashioned glass,"Creme de Mure, Sugar syrup, lemon juice, Gin, ","Creme de Mure - 1.5 cl, Sugar syrup - 1 cl, lemon juice - 1.5 cl, Gin - 4 cl, ","Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice."
48,Alcoholic,Balmoral,Cocktail glass,"Bitters, Dry Vermouth, Sweet Vermouth, Scotch, ","Bitters - 2 dashes , Dry Vermouth - 1/2 oz , Sweet Vermouth - 1/2 oz , Scotch - 1 1/2 oz , ","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
49,Alcoholic,Bluebird,Cocktail glass,"Lemon peel, Maraschino cherry, Bitters, Blue Curacao, Triple sec, Gin, ","Lemon peel - 1 twist of , Maraschino cherry - 1 , Bitters - 2 dashes , Blue Curacao - 1/2 oz , Triple sec - 1/2 oz , Gin - 1 1/2 oz , ","In a mixing glass half-filled with crushed ice, combine the gin, triple sec, Curacao, and bitters. Stir well. Strain into a cocktail glass and garnish with the lemon twist and the cherry."
50,Alcoholic,Brooklyn,Cocktail glass,"Maraschino Cherry, Angostura Bitters, Maraschino Liqueur, Dry Vermouth, Rye Whiskey, ","Maraschino Cherry - 1, Angostura Bitters - 3 dashes, Maraschino Liqueur - 1/4 oz, Dry Vermouth - 1 oz, Rye Whiskey - 2 oz, ",Combine ingredients with ice and stir until well-chilled. Strain into a chilled cocktail glass.
51,Non alcoholic,Bora Bora,Highball glass,"Grenadine, Lemon juice, Passion fruit juice, Pineapple juice, ","Grenadine - 1 cl , Lemon juice - 1 cl , Passion fruit juice - 6 cl , Pineapple juice - 10 cl , ","Prepare in a blender or shaker, serve in a highball glass on the rocks. Garnish with 1 slice of pineapple and one cherry."
52,Alcoholic,Boomerang,Cocktail glass,"Maraschino cherry, Maraschino liqueur, Bitters, Dry Vermouth, Gin, ","Maraschino cherry - 1 , Maraschino liqueur - 1/2 tsp , Bitters - 2 dashes , Dry Vermouth - 1/2 oz , Gin - 2 oz , ","In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry."
53,Alcoholic,Barracuda,Margarita glass,"Prosecco, Lime Juice, Pineapple Juice, Galliano, Rum, ","Prosecco - top up , Lime Juice -  1 dash, Pineapple Juice - 6 cl, Galliano - 1.5 cl, Rum - 4.5 cl, ","Shake pour ingredients with ice. Strain into glass, top with Sparkling wine."
54,Alcoholic,Brigadier,Coupe Glass,"Cherry Heering, Green Chartreuse, Hot Chocolate, ","Cherry Heering - 1 oz, Green Chartreuse - 1 oz, Hot Chocolate - 4 oz, ",Mix ingredients in a warmed mug and stir.
55,Alcoholic,Broadside,Highball glass,"Ice, Wormwood, Bitters, Scotch, 151 proof rum, ","Ice - cubes, Wormwood - 1 Fresh, Bitters - 3 drops, Scotch - 1/2 shot, 151 proof rum - 1 shot, ","Half fill the glass with ice cubes. Crush the wormwood and add to ice. Pour rum, scotch and butters, then serve!"
56,Alcoholic,Buccaneer,Beer pilsner,"Bacardi Limon, Corona, ","Bacardi Limon - 1 shot , Corona - 1 , ",Pour the corona into an 18oz beer glass pour the bacardi limon into the beer stir very gently
57,Alcoholic,Brain Fart,Punch bowl,"Rum, Lemon juice, Surge, Mountain Dew, Vodka, Everclear, ","Rum - 1 pint , Lemon juice - 1 small bottle , Surge - 2 L , Mountain Dew - 2 L , Vodka - 1 fifth Smirnoff red label , Everclear - 1 fifth , ",Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.
58,Alcoholic,Blackthorn,Cocktail glass,"Lemon peel, Sloe gin, Sweet Vermouth, ","Lemon peel - 1 twist of , Sloe gin - 1 1/2 oz , Sweet Vermouth - 1 oz , ",Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.
59,Alcoholic,Bob Marley,Shot glass,"Goldschlager, J�germeister, Midori melon liqueur, ","Goldschlager - 1/2 oz , J�germeister - 1/2 oz , Midori melon liqueur - 1/2 oz , ",Layer in a 2 oz shot glass or pony glass
60,Alcoholic,Bible Belt,Highball glass,"Sour mix, Lime, Triple sec, Southern Comfort, ","Sour mix - 2 oz , Lime - 2 wedges , Triple sec - 1/2 oz , Southern Comfort - 2 oz , ","Mix all ingredients, and pour over ice."
61,Alcoholic,Bubble Gum,Shot glass,"Peach schnapps, Orange juice, Banana liqueur, Vodka, ","Peach schnapps - 1/4 , Orange juice - 1/4 , Banana liqueur - 1/4 , Vodka - 1/4 , ",Layer in order into a shot glass.
62,Alcoholic,Bumble Bee,Shot glass,"Sambuca, Kahlua, Baileys irish cream, ","Sambuca - 1/3 oz , Kahlua - 1/3 oz , Baileys irish cream - 1/3 oz , ","This is a layered shot. First pour the Bailey's into the shot glass. Then take an upside down spoon and touch it to the inside wall of the glass. Carefully add the Kahlua. Repeat this process for the Sambuca. If done properly, the alcohol will stay separated and resemble a bumble bee. Enjoy!!!"
63,Alcoholic,Baby Eskimo,Collins Glass,"Vanilla ice-cream, Milk, Kahlua, ","Vanilla ice-cream - 2 scoops , Milk - 8 oz , Kahlua - 2 oz , ","Leave ice-cream out for about 10 minutes. Add ingredients in order, stir with chopstick (butter knife or spoon works too). Consume immediately and often. Nice and light, great for following a heavy drink."
64,Alcoholic,Boston Sour,Whiskey sour glass,"Cherry, Lemon, Egg white, Powdered sugar, Lemon, Blended whiskey, ","Cherry - 1 , Lemon - 1 slice , Egg white - 1 , Powdered sugar - 1 tsp , Lemon - Juice of 1/2 , Blended whiskey - 2 oz , ","Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve."
65,Alcoholic,Bahama Mama,Highball glass,"Sweet and Sour, Orange Juice, Pineapple Juice, Grenadine, Banana liqueur, Dark Rum, Rum, ","Sweet and Sour - 1 part, Orange Juice - 2 parts, Pineapple Juice - 2 parts, Grenadine - 1 part, Banana liqueur - 1 part, Dark Rum - 1 part, Rum - 3 parts, ","Add 2 parts club soda or more or less to taste.



Mix it all together and pour over a bunch of ice. Drink with a straw."
66,Alcoholic,Casino,Cocktail glass,"Cherry, Orange bitters, Lemon juice, Maraschino liqueur, Gin, ","Cherry - 1 , Orange bitters - 2 dashes , Lemon juice - 1/4 tsp , Maraschino liqueur - 1/4 tsp , Gin - 2 oz , ",Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw.
67,Alcoholic,Cafe Savoy,Coffee mug,"Brandy, Triple sec, Milk, Coffee, ","Brandy, Triple sec - 1/2 oz , Milk - 1/2 oz , Coffee, ","Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir."
68,Alcoholic,Caipirinha,Old-fashioned glass,"Cachaca, Lime, Sugar, ","Cachaca - 2 1/2 oz , Lime - 1 , Sugar - 2 tsp, ",Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cacha�a.
69,Alcoholic,Cream Soda,Highball glass,"Ginger ale, Spiced rum, ","Ginger ale, Spiced rum - 1 oz , ",Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.
70,Alcoholic,Cuba Libra,Highball glass,"Ice, Coca-Cola, Lime, Dark rum, ","Ice, Coca-Cola - Fill with , Lime - Squeeze , Dark rum - 1-2 shot , ",Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!
71,Alcoholic,Cherry Rum,Cocktail glass,"Light cream, Cherry brandy, Light rum, ","Light cream - 1 tblsp , Cherry brandy - 1 1/2 tsp , Light rum - 1 1/4 oz , ","Shake all ingredients with ice, strain into a cocktail glass, and serve."
72,Alcoholic,Cuba Libre,Highball glass,"Coca-Cola, Lime, Light rum, ","Coca-Cola, Lime - Juice of 1/2 , Light rum - 2 oz , ",Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.
73,Alcoholic,Corn n Oil,Old-fashioned glass,"blackstrap rum, A�ejo rum, Angostura Bitters, Falernum, Lime, ","blackstrap rum - 1 oz, A�ejo rum - 1 oz, Angostura Bitters - 2 dashes, Falernum - 1/3 oz, Lime - 1/2, ","Cut the half lime in half again. Add the lime, falernum, and bitters to a rocks glass. Muddle. Add the rum. (Aged Barbados rum such as Plantation 5 Year is recommended). Add ice and stir. Float the blackstrap rum on top. Serve with a straw."
74,Alcoholic,Citrus Coke,Highball Glass,"Coca-Cola, Bacardi Limon, ","Coca-Cola - 2 parts , Bacardi Limon - 1 part , ",Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!
75,Alcoholic,Casa Blanca,Cocktail glass,"Maraschino liqueur, Lime juice, Triple sec, Light rum, ","Maraschino liqueur - 1 1/2 tsp , Lime juice - 1 1/2 tsp , Triple sec - 1 1/2 tsp , Light rum - 2 oz , ","Shake all ingredients with ice, strain into a cocktail glass, and serve."
76,Alcoholic,Clover Club,Cocktail glass,"Egg white, Lemon, Grenadine, Gin, ","Egg white - 1 , Lemon - Juice of 1/2 , Grenadine - 2 tsp , Gin - 1 1/2 oz , ","Dry shake ingredients to emulsify, add ice, shake and served straight up."
77,Alcoholic,Caipirissima,Collins Glass,"Ice, White rum, Sugar, Lime, ","Ice - crushed , White rum - 2-3 oz , Sugar - 2 tblsp , Lime - 2 , ",Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!
78,Alcoholic,City Slicker,Cocktail glass,"Lemon juice, Triple sec, Brandy, ","Lemon juice - 1 tblsp , Triple sec - 1/2 oz , Brandy - 2 oz , ","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
79,Alcoholic,Campari Beer,Beer mug,"Campari, Lager, ","Campari - 1 1/2 cl , Lager - 1 bottle , ",Use a 15 oz glass. Add Campari first. Fill with beer.
80,Alcoholic,Chicago Fizz,Highball glass,"Carbonated water, Egg white, Powdered sugar, Lemon, Port, Light rum, ","Carbonated water, Egg white - 1 , Powdered sugar - 1 tsp , Lemon - Juice of 1/2 , Port - 1 oz , Light rum - 1 oz , ","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
81,Alcoholic,Cosmopolitan,Cocktail glass,"Cranberry juice, Cointreau, Lime juice, Vodka, ","Cranberry juice - 1/4 cup , Cointreau - 1/4 oz , Lime juice - 1/4 oz , Vodka - 1 1/4 oz , ",Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.
82,Alcoholic,Coffee-Vodka,Collins Glass,"Caramel coloring, Vodka, Vanilla, Coffee, Sugar, Water, ","Caramel coloring, Vodka - 1 1/2 cup, Vanilla - 1/2, Coffee - 1/2 cup instant , Sugar - 2 cups white , Water - 2 cups , ","Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product."
83,Alcoholic,Casino Royale,Whiskey sour glass,"Egg yolk, Orange bitters, Maraschino liqueur, Lemon juice, Gin, ","Egg yolk - 1 , Orange bitters - 1 dash , Maraschino liqueur - 1 tsp , Lemon juice - 1/2 oz , Gin - 2 oz , ","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass."
84,Alcoholic,Corpse Reviver,Cocktail glass,"Absinthe, Lemon Juice, Lillet Blanc, Triple Sec, Gin, ","Absinthe - 1 dash, Lemon Juice - 3/4 oz, Lillet Blanc - 3/4 oz, Triple Sec - 3/4 oz, Gin - 3/4 oz, ","Shake, strain, straight up, cocktail glass rinsed with absinthe

"
85,Alcoholic,Chocolate Milk,Shot Glass,"Amaretto, Milk, Chocolate liqueur, ","Amaretto - 1 dash , Milk - 1/2 shot , Chocolate liqueur - 1/2 shot , ","Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!"
86,Alcoholic,Clove Cocktail,Cocktail glass,"Wine, Sloe gin, Sweet Vermouth, ","Wine - 1/2 oz Muscatel , Sloe gin - 1/2 oz , Sweet Vermouth - 1 oz , ","Stir all ingredients with ice, strain into a cocktail glass, and serve."
87,Alcoholic,Coffee Liqueur,Collins Glass,"Water, Vodka, Sugar, Vanilla extract, Coffee, ","Water - 2 1/2 cups , Vodka - 1 qt , Sugar - 2 1/2 cups , Vanilla extract - 4 tblsp , Coffee - 10 tblsp instant , ","Combine coffee, sugar and water. Simmer 1 hour and let cool. Add vanilla and vodka. Age in sealed jar 2 to 3 weeks."
88,Non alcoholic,Coke and Drops,Cocktail glass,"Lemon juice, Coca-Cola, ","Lemon juice - 7 drops , Coca-Cola - 1 dl , ","Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass."
89,Non alcoholic,Chocolate Drink,Coffee mug,"Water, Milk, Chocolate, ","Water, Milk - 3/4 L , Chocolate - 125 gr, ","Melt the bar in a small amount of boiling water. Add milk. Cook over low heat, whipping gently (with a whisk, i would assume) until heated well. Don't let it boil! Serve in coffee mug."
90,Non alcoholic,Cranberry Punch,Punch Bowl,"Ginger ale, Almond flavoring, Pineapple juice, Sugar, Cranberry juice, ","Ginger ale - 2 qt , Almond flavoring - 1 tblsp , Pineapple juice - 4 cups , Sugar - 1 1/2 cup , Cranberry juice - 4 cups , ","Combine first four ingredients. Stir until sugar is dissolved, chill. Then add ginger ale just before serving. Add ice ring to keep punch cold."
91,Alcoholic,Derby,Cocktail glass,"Mint, Peach Bitters, gin, ","Mint - 2 Fresh leaves, Peach Bitters - 2 dashes, gin - 6 cl, ",Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.
92,Alcoholic,Diesel,Pint glass,"Blackcurrant cordial, Cider, Lager, ","Blackcurrant cordial - 1 dash , Cider - 1/2 pint , Lager - 1/2 pint , ",Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.
93,Alcoholic,Daiquiri,Cocktail glass,"Powdered sugar, Lime, Light rum, ","Powdered sugar - 1 tsp , Lime - Juice of 1/2 , Light rum - 1 1/2 oz , ",Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.
94,Alcoholic,Danbooka,Coffee Mug,"Everclear, Coffee, ","Everclear - 1 part , Coffee - 3 parts , ",pour it in and mix it.
